14.3693056,120.9131944,378.54129
6.0601389,121.02375,379.207345
15.7365278,120.4015278,379.781012
8.1426389,124.4976389,382.744448
8.1429167,124.4976389,382.744448
8.1448611,124.4906944,382.744448
14.2629167,120.9956944,388.344281
14.2629167,120.9959722,388.344281
13.8731944,120.9134722,390.319953
13.8734722,120.91375,390.319953
10.6868056,123.8426389,390.526915
11.2456944,125.0101389,392.103246
13.3120833,120.7276389,393.161186
13.31625,120.7195833,393.161186
13.31625,120.7198611,393.161186
13.31625,120.7201389,393.161186
7.9565278,124.0376389,394.092775
16.3626389,120.4104167,394.727362
14.4206944,121.45125,397.522524
12.35875,123.5504167,398.356565
14.4468056,120.9109722,416.910195
14.4470833,120.9118056,416.910195
14.4473611,120.9126389,416.910195
14.4476389,120.9123611,416.910195
8.4204167,123.4640278,421.545609
14.3634722,121.5770833,427.51685
14.36375,121.5590278,427.51685
14.3640278,121.57875,427.51685
14.3645833,121.5670833,427.51685
8.1668056,124.2881944,427.822556
5.5298611,120.8998611,429.477756
7.9770833,124.0054167,431.61836
15.9306944,121.09125,432.174567
14.4104167,120.8459722,432.290438
14.4104167,120.84625,432.290438
14.4106944,120.8459722,432.290438
14.4106944,120.84625,432.290438
14.4106944,120.8465278,432.290438
14.4109722,120.84625,432.290438
14.4109722,120.8468056,432.290438
15.7479167,120.5415278,435.48609
10.7384722,125.01875,435.839485
14.9468056,120.63625,436.81926
14.9470833,120.63625,436.81926
14.9509722,120.6379167,436.81926
13.2065278,120.8498611,437.768034
13.2156944,120.8193056,437.768034
7.6240278,126.1518056,440.43799
17.3779167,121.7729167,456.667949
14.5881944,120.9993056,466.54412
14.5884722,120.9990278,466.54412
6.5495833,121.8723611,468.677231
13.2854167,123.7351389,471.403454
14.3993056,121.5598611,472.042551
14.4281944,121.4543056,473.534583
14.4284722,121.4548611,473.534583
14.4295833,121.4556944,473.534583
17.1323611,121.8848611,476.578311
12.0843056,124.5865278,483.775241
12.0845833,124.5868056,483.775241
12.0926389,124.5879167,483.775241
7.0593056,125.6134722,486.887772
7.0598611,125.6134722,486.887772
7.0598611,125.61375,486.887772
7.0598611,125.6140278,486.887772
7.5848611,122.1670833,494.416127
15.7465278,120.6284722,502.338008
14.6106944,120.9609722,502.364962
14.6109722,120.9606944,502.364962
14.6109722,120.96125,502.364962
14.61125,120.9606944,502.364962
14.61125,120.9609722,502.364962
12.5754167,124.9526389,503.545677
16.0345833,120.2206944,508.136107
16.0348611,120.2209722,508.136107
16.0348611,120.22125,508.136107
16.0348611,120.2215278,508.136107
11.1626389,122.4565278,528.87552
6.2751389,124.1595833,542.341564
14.6190278,120.9590278,550.261476
14.6190278,120.9593056,550.261476
14.6190278,120.9595833,550.261476
14.6190278,120.9598611,550.261476
14.6193056,120.9595833,550.261476
14.6195833,120.9584722,550.261476
14.6195833,120.9593056,550.261476
14.6198611,120.95875,550.261476
14.6201389,120.9590278,550.261476
14.6201389,120.9595833,550.261476
14.6204167,120.9593056,550.261476
14.6206944,120.9595833,550.261476
16.4365278,120.5898611,554.634553
17.6451389,121.6934722,563.236383
13.09875,121.4870833,573.149586
7.4143056,125.5229167,574.512964
14.3834722,120.9090278,586.690124
14.38375,120.9090278,586.690124
6.3259722,125.1765278,590.396664
7.35875,125.9298611,597.38059
15.3543056,120.8656944,601.317473
15.3545833,120.8654167,601.317473
15.3545833,120.8656944,601.317473
12.0848611,124.5979167,607.597107
12.1673611,125.4384722,608.339369
4.79375,119.8423611,610.783341
9.2518056,118.50125,611.294542
9.2523611,118.50125,611.294542
6.8684722,124.4693056,634.248489
6.8704167,124.4729167,634.248489
14.40125,121.5181944,643.922996
5.8751389,125.0404167,660.910445
5.8831944,125.0345833,660.910445
5.8854167,125.04125,660.910445
14.7926389,120.5448611,669.831191
