latitude,longitude,population
17.4165278,120.4681944,2.065129
17.4245833,120.4734722,2.065129
17.4201389,120.4659722,2.065129
17.4173611,120.4690278,2.065129
17.4201389,120.4715278,2.065129
17.4201389,120.4704167,2.065129
17.42125,120.4709722,2.065129
17.4248611,120.4698611,2.065129
17.42375,120.4643056,2.065129
17.4184722,120.4718056,2.065129
17.4215278,120.4698611,2.065129
17.4184722,120.4693056,2.065129
17.4220833,120.4695833,2.065129
17.4190278,120.4673611,2.065129
17.41875,120.4676389,2.065129
17.4256944,120.4740278,2.065129
17.4179167,120.4690278,2.065129
17.4204167,120.4701389,2.065129
17.4193056,120.4698611,2.065129
17.4195833,120.4681944,2.065129
17.42375,120.46625,2.065129
17.4206944,120.46875,2.065129
17.42375,120.4676389,2.065129
17.4190278,120.4701389,2.065129
17.4206944,120.4679167,2.065129
17.4243056,120.4704167,2.065129
17.4231944,120.46625,2.065129
17.42625,120.4743056,2.065129
17.4234722,120.46625,2.065129
17.4243056,120.47375,2.065129
17.4234722,120.4695833,2.065129
17.4159722,120.4679167,2.065129
17.4204167,120.4704167,2.065129
17.4231944,120.4665278,2.065129
17.4206944,120.4693056,2.065129
17.4204167,120.4659722,2.065129
17.4195833,120.4690278,2.065129
17.4248611,120.4743056,2.065129
17.41625,120.4679167,2.065129
17.4220833,120.4698611,2.065129
17.4201389,120.4656944,2.065129
17.4173611,120.4706944,2.065129
17.4218056,120.4668056,2.065129
17.4181944,120.4681944,2.065129
17.4204167,120.4715278,2.065129
17.4223611,120.4698611,2.065129
17.4209722,120.4706944,2.065129
17.4184722,120.4720833,2.065129
17.4220833,120.4715278,2.065129
17.4206944,120.4704167,2.065129
17.4220833,120.4690278,2.065129
17.4234722,120.4709722,2.065129
17.4215278,120.4704167,2.065129
17.4181944,120.4701389,2.065129
17.4251389,120.4695833,2.065129
17.4245833,120.4743056,2.065129
17.4198611,120.4720833,2.065129
17.4240278,120.4668056,2.065129
17.4234722,120.4665278,2.065129
17.4234722,120.4693056,2.065129
17.4190278,120.47125,2.065129
17.4195833,120.4684722,2.065129
17.4206944,120.4701389,2.065129
17.4184722,120.4684722,2.065129
17.4226389,120.4665278,2.065129
17.4195833,120.4693056,2.065129
17.42125,120.4701389,2.065129
17.41875,120.4684722,2.065129
17.4229167,120.4704167,2.065129
17.4256944,120.47375,2.065129
17.4195833,120.4656944,2.065129
17.4176389,120.4693056,2.065129
17.4209722,120.4718056,2.065129
17.4176389,120.4695833,2.065129
17.4254167,120.47375,2.065129
17.4173611,120.4701389,2.065129
17.4215278,120.4701389,2.065129
17.42125,120.4704167,2.065129
17.4179167,120.4709722,2.065129
17.4251389,120.47375,2.065129
17.4201389,120.4701389,2.065129
17.4229167,120.4701389,2.065129
17.4245833,120.4723611,2.065129
17.4259722,120.47375,2.065129
17.4204167,120.4670833,2.065129
17.4176389,120.4676389,2.065129
17.4231944,120.47125,2.065129
17.4181944,120.4715278,2.065129
17.4193056,120.4715278,2.065129
17.4190278,120.4681944,2.065129
17.4193056,120.4693056,2.065129
17.4181944,120.4718056,2.065129
17.4176389,120.4673611,2.065129
17.4248611,120.4706944,2.065129
17.4184722,120.47125,2.065129
17.4240278,120.47375,2.065129
17.4173611,120.4715278,2.065129
17.4176389,120.4665278,2.065129
17.4179167,120.4676389,2.065129
17.4198611,120.4668056,2.065129
17.4193056,120.4673611,2.065129
17.4251389,120.4698611,2.065129
17.4198611,120.4670833,2.065129
17.4193056,120.4676389,2.065129
17.4193056,120.4706944,2.065129
17.4190278,120.4709722,2.065129
17.4209722,120.4715278,2.065129
17.42375,120.4665278,2.065129
17.4231944,120.4709722,2.065129
17.4168056,120.4695833,2.065129
17.4245833,120.4698611,2.065129
17.4173611,120.47125,2.065129
17.42375,120.4659722,2.065129
17.4195833,120.4709722,2.065129
17.4181944,120.4684722,2.065129
17.4198611,120.4648611,2.065129
17.41875,120.4690278,2.065129
17.4206944,120.4718056,2.065129
17.4204167,120.4706944,2.065129
17.4176389,120.4709722,2.065129
17.4240278,120.4676389,2.065129
17.4184722,120.4709722,2.065129
17.4190278,120.4715278,2.065129
17.4201389,120.46625,2.065129
17.4218056,120.4701389,2.065129
17.4179167,120.4665278,2.065129
17.4170833,120.4679167,2.065129
17.4165278,120.4684722,2.065129
17.4168056,120.4718056,2.065129
17.4243056,120.4701389,2.065129
17.4251389,120.4734722,2.065129
17.4195833,120.4704167,2.065129
17.42625,120.4740278,2.065129
17.4248611,120.4726389,2.065129
17.4254167,120.4729167,2.065129
17.4159722,120.4676389,2.065129
17.4206944,120.4665278,2.065129
17.4220833,120.4706944,2.065129
17.4234722,120.4640278,2.065129
17.4198611,120.4651389,2.065129
17.4198611,120.4654167,2.065129
17.4170833,120.4715278,2.065129
17.4201389,120.46875,2.065129
17.4215278,120.4706944,2.065129
17.4198611,120.4665278,2.065129
17.4254167,120.4734722,2.065129
17.4209722,120.4695833,2.065129
17.4165278,120.4665278,2.065129
17.4168056,120.4668056,2.065129
17.4201389,120.4668056,2.065129
17.4229167,120.4706944,2.065129
17.4176389,120.46875,2.065129
17.4248611,120.4701389,2.065129
17.4265278,120.4754167,2.065129
17.4159722,120.4681944,2.065129
17.4195833,120.4670833,2.065129
17.4198611,120.4718056,2.065129
17.4259722,120.4740278,2.065129
17.42375,120.4695833,2.065129
17.4195833,120.4679167,2.065129
17.41875,120.47125,2.065129
17.4181944,120.47125,2.065129
17.4256944,120.4743056,2.065129
17.4204167,120.47125,2.065129
17.42125,120.47125,2.065129
17.4184722,120.4681944,2.065129
17.4193056,120.4679167,2.065129
14.5579167,121.2595833,80.356812
14.5456944,121.25375,80.356812
8.2470833,126.2823611,4.375184
8.2470833,126.2795833,4.375184
8.2465278,126.2743056,4.375184
8.24625,126.2968056,4.375184
8.2470833,126.2798611,4.375184
8.2484722,126.28125,4.375184
8.2490278,126.2848611,4.375184
8.2498611,126.2856944,4.375184
8.2445833,126.27875,4.375184
8.2476389,126.2765278,4.375184
8.2454167,126.2804167,4.375184
8.2490278,126.2868056,4.375184
8.2490278,126.2851389,4.375184
8.2468056,126.2829167,4.375184
8.24875,126.2856944,4.375184
8.2493056,126.2856944,4.375184
8.2495833,126.2854167,4.375184
8.2484722,126.2781944,4.375184
8.2476389,126.2776389,4.375184
8.24875,126.2868056,4.375184
8.2445833,126.2790278,4.375184
8.2493056,126.2865278,4.375184
8.2451389,126.2773611,4.375184
8.24625,126.28125,4.375184
8.2504167,126.2876389,4.375184
8.2481944,126.2809722,4.375184
8.2456944,126.2801389,4.375184
8.2451389,126.2804167,4.375184
8.2484722,126.2840278,4.375184
8.2465278,126.2740278,4.375184
8.2506944,126.2873611,4.375184
8.2504167,126.2823611,4.375184
8.2484722,126.2776389,4.375184
8.2429167,126.2965278,4.375184
8.2473611,126.2818056,4.375184
8.2493056,126.2870833,4.375184
8.2459722,126.2809722,4.375184
8.2470833,126.2751389,4.375184
8.2440278,126.2820833,4.375184
8.2440278,126.2804167,4.375184
8.2440278,126.2823611,4.375184
8.2495833,126.2851389,4.375184
8.2481944,126.28125,4.375184
8.2470833,126.28375,4.375184
8.2465278,126.2848611,4.375184
8.2454167,126.2801389,4.375184
8.2468056,126.2743056,4.375184
8.24625,126.2809722,4.375184
8.2456944,126.2815278,4.375184
8.2465278,126.2809722,4.375184
8.2468056,126.2815278,4.375184
8.23875,126.2943056,4.375184
8.2473611,126.2798611,4.375184
8.24625,126.2795833,4.375184
8.2470833,126.2818056,4.375184
8.2598611,126.2768056,4.375184
8.2384722,126.2940278,4.375184
8.2493056,126.2859722,4.375184
8.2481944,126.2815278,4.375184
8.2598611,126.2765278,4.375184
8.2445833,126.2784722,4.375184
8.2443056,126.2793056,4.375184
8.2509722,126.2881944,4.375184
8.24875,126.2840278,4.375184
8.2490278,126.2756944,4.375184
8.2465278,126.2745833,4.375184
8.2476389,126.2751389,4.375184
8.2473611,126.2751389,4.375184
8.2473611,126.2840278,4.375184
8.24875,126.2859722,4.375184
8.2454167,126.2834722,4.375184
8.2451389,126.2770833,4.375184
8.2470833,126.2815278,4.375184
8.2490278,126.28125,4.375184
8.24625,126.2815278,4.375184
8.2490278,126.28625,4.375184
8.2454167,126.2765278,4.375184
8.2481944,126.2776389,4.375184
8.2445833,126.2809722,4.375184
8.2476389,126.2826389,4.375184
8.2495833,126.2870833,4.375184
8.2448611,126.2776389,4.375184
8.2440278,126.2818056,4.375184
8.2445833,126.2793056,4.375184
8.2454167,126.2770833,4.375184
8.24875,126.2843056,4.375184
8.24875,126.2773611,4.375184
8.2476389,126.2754167,4.375184
8.2484722,126.2815278,4.375184
8.2468056,126.2806944,4.375184
8.2443056,126.2798611,4.375184
8.2459722,126.2806944,4.375184
8.2470833,126.28125,4.375184
8.24625,126.2793056,4.375184
8.2479167,126.2776389,4.375184
8.2498611,126.2873611,4.375184
8.2493056,126.2854167,4.375184
8.2426389,126.28875,4.375184
8.2543056,126.2868056,4.375184
8.2468056,126.2795833,4.375184
8.2465278,126.2748611,4.375184
8.2381944,126.2940278,4.375184
8.24625,126.2829167,4.375184
8.2448611,126.2781944,4.375184
8.2459722,126.2795833,4.375184
8.24875,126.2770833,4.375184
8.2490278,126.2854167,4.375184
8.2451389,126.2779167,4.375184
8.24875,126.28125,4.375184
8.2451389,126.2818056,4.375184
8.2459722,126.2804167,4.375184
8.2476389,126.2748611,4.375184
8.2606944,126.29375,4.375184
8.2465278,126.2831944,4.375184
8.2479167,126.2779167,4.375184
8.2454167,126.2806944,4.375184
8.2456944,126.2804167,4.375184
8.2451389,126.2806944,4.375184
8.2456944,126.2806944,4.375184
8.2445833,126.2801389,4.375184
8.2454167,126.28125,4.375184
8.24875,126.2809722,4.375184
8.23875,126.2940278,4.375184
8.2484722,126.2759722,4.375184
8.2465278,126.2815278,4.375184
8.2481944,126.2898611,4.375184
8.2493056,126.2848611,4.375184
8.2493056,126.2851389,4.375184
8.2448611,126.2801389,4.375184
8.2448611,126.2818056,4.375184
8.2498611,126.2859722,4.375184
8.2473611,126.2748611,4.375184
8.4031944,126.3048611,47.972932
8.3979167,126.28125,47.972932
8.3981944,126.2820833,47.972932
8.3973611,126.2804167,47.972932
8.4006944,126.3068056,47.972932
8.39875,126.2934722,47.972932
8.4018056,126.3079167,47.972932
8.3976389,126.2854167,47.972932
8.3981944,126.2826389,47.972932
8.3979167,126.2826389,47.972932
13.5351389,123.4079167,7.552641
13.5345833,123.4048611,7.552641
13.5220833,123.4143056,7.552641
13.5345833,123.39625,7.552641
13.5351389,123.3956944,7.552641
13.5284722,123.3965278,7.552641
13.5273611,123.4098611,7.552641
13.5295833,123.4029167,7.552641
13.5320833,123.4084722,7.552641
13.5229167,123.3920833,7.552641
13.5245833,123.40125,7.552641
13.5395833,123.4073611,7.552641
13.5281944,123.3965278,7.552641
13.5234722,123.3970833,7.552641
13.5418056,123.4059722,7.552641
13.5329167,123.4059722,7.552641
13.5243056,123.3998611,7.552641
13.5204167,123.40625,7.552641
13.5351389,123.4081944,7.552641
13.52875,123.4048611,7.552641
13.5348611,123.3959722,7.552641
13.5334722,123.4051389,7.552641
13.5295833,123.4026389,7.552641
13.5345833,123.3959722,7.552641
13.5320833,123.4081944,7.552641
13.5293056,123.4026389,7.552641
13.7984722,122.4451389,4.096827
13.79875,122.4454167,4.096827
13.7993056,122.4445833,4.096827
13.7984722,122.4456944,4.096827
13.8068056,122.4456944,4.096827
13.8081944,122.4379167,4.096827
13.8001389,122.4445833,4.096827
13.7881944,122.4481944,4.096827
13.8045833,122.4315278,4.096827
13.80625,122.4323611,4.096827
13.8106944,122.4345833,4.096827
13.8106944,122.4348611,4.096827
13.8120833,122.4426389,4.096827
13.7973611,122.4393056,4.096827
13.8065278,122.4454167,4.096827
13.80625,122.4326389,4.096827
13.79875,122.4451389,4.096827
13.8065278,122.4254167,4.096827
13.8098611,122.4431944,4.096827
13.8026389,122.4459722,4.096827
13.8059722,122.4329167,4.096827
13.8045833,122.4454167,4.096827
13.79125,122.44125,4.096827
13.8056944,122.4323611,4.096827
13.8068056,122.4454167,4.096827
13.7990278,122.4448611,4.096827
13.8059722,122.4459722,4.096827
13.7990278,122.4445833,4.096827
13.80625,122.4331944,4.096827
13.8065278,122.4456944,4.096827
13.8059722,122.4323611,4.096827
13.8129167,122.4370833,4.096827
13.80625,122.4459722,4.096827
17.1323611,121.8848611,476.578311
15.9295833,120.5384722,1.477388
15.9345833,120.53375,1.477388
15.9301389,120.5365278,1.477388
15.93625,120.5293056,1.477388
15.9306944,120.5373611,1.477388
15.93125,120.5379167,1.477388
15.9359722,120.52875,1.477388
15.9373611,120.5318056,1.477388
15.9354167,120.5345833,1.477388
15.9348611,120.5343056,1.477388
15.9370833,120.5351389,1.477388
15.9276389,120.5379167,1.477388
15.9368056,120.53375,1.477388
15.9281944,120.5381944,1.477388
15.9354167,120.5276389,1.477388
15.9351389,120.5268056,1.477388
15.93625,120.5340278,1.477388
15.9348611,120.5345833,1.477388
15.9404167,120.5409722,1.477388
15.9281944,120.5356944,1.477388
15.9359722,120.5334722,1.477388
15.9318056,120.5370833,1.477388
15.9284722,120.5359722,1.477388
15.9304167,120.5370833,1.477388
15.9293056,120.5376389,1.477388
15.9290278,120.5368056,1.477388
15.93125,120.5384722,1.477388
15.9320833,120.5365278,1.477388
15.9293056,120.5390278,1.477388
15.9354167,120.5356944,1.477388
15.9343056,120.5345833,1.477388
15.9345833,120.5340278,1.477388
15.9365278,120.5334722,1.477388
15.9359722,120.5340278,1.477388
15.9356944,120.5348611,1.477388
15.9398611,120.5418056,1.477388
15.9409722,120.5409722,1.477388
15.9368056,120.5334722,1.477388
15.9295833,120.5379167,1.477388
15.9276389,120.53875,1.477388
15.9306944,120.5384722,1.477388
15.9345833,120.5351389,1.477388
15.9356944,120.5354167,1.477388
15.92875,120.5384722,1.477388
15.9373611,120.5334722,1.477388
15.9368056,120.5348611,1.477388
15.9354167,120.5281944,1.477388
15.9351389,120.52875,1.477388
15.93375,120.5343056,1.477388
15.9345833,120.5318056,1.477388
15.9354167,120.5351389,1.477388
15.9343056,120.5348611,1.477388
15.6981944,121.10125,3.661725
15.7070833,121.1006944,3.661725
15.7048611,121.10125,3.661725
15.7034722,121.0970833,3.661725
15.7073611,121.10125,3.661725
15.7059722,121.1029167,3.661725
15.7065278,121.1048611,3.661725
15.7048611,121.1098611,3.661725
15.7068056,121.1004167,3.661725
15.7065278,121.1001389,3.661725
15.70125,121.0945833,3.661725
15.70375,121.0959722,3.661725
15.7054167,121.1101389,3.661725
15.7056944,121.1090278,3.661725
15.7068056,121.1084722,3.661725
15.7056944,121.0993056,3.661725
15.7056944,121.1009722,3.661725
15.7068056,121.1001389,3.661725
15.7076389,121.10125,3.661725
15.7051389,121.1084722,3.661725
15.7043056,121.0979167,3.661725
15.7051389,121.10125,3.661725
15.7040278,121.0970833,3.661725
15.7051389,121.1026389,3.661725
15.70625,121.1068056,3.661725
15.7056944,121.1031944,3.661725
15.7076389,121.1015278,3.661725
15.7045833,121.0990278,3.661725
15.7040278,121.1023611,3.661725
15.7079167,121.1031944,3.661725
15.7056944,121.1006944,3.661725
15.70625,121.1031944,3.661725
15.70625,121.10875,3.661725
15.7004167,121.0948611,3.661725
15.7068056,121.1020833,3.661725
15.7065278,121.1045833,3.661725
15.7059722,121.0995833,3.661725
15.7070833,121.1034722,3.661725
15.7043056,121.09875,3.661725
15.7073611,121.1031944,3.661725
15.7056944,121.09875,3.661725
15.70125,121.09375,3.661725
15.7015278,121.0940278,3.661725
15.7009722,121.1079167,3.661725
15.7054167,121.1040278,3.661725
15.7076389,121.1029167,3.661725
15.7045833,121.0984722,3.661725
15.7020833,121.0954167,3.661725
15.7034722,121.0968056,3.661725
15.70625,121.1006944,3.661725
15.7070833,121.1081944,3.661725
15.7073611,121.1020833,3.661725
15.7065278,121.1009722,3.661725
15.7043056,121.0973611,3.661725
15.7059722,121.1023611,3.661725
15.7040278,121.0981944,3.661725
15.7073611,121.1054167,3.661725
15.7068056,121.1095833,3.661725
15.70625,121.1090278,3.661725
15.7073611,121.1034722,3.661725
15.7070833,121.1079167,3.661725
15.7031944,121.1079167,3.661725
15.7056944,121.0990278,3.661725
15.7070833,121.1023611,3.661725
